PU-Name,Latitude,Longitude,APC,LP,PDP,NNPP
"URUBI EVBIEMWEN,  EMOTAN COLLEGE V",6.3469688,5.6203437,28,100,5,2
"URUBI EVBIEMWEN,  IDIA COLLEGE  II",6.3450594,5.6211536,0,0,0,0
"IWEHEN/IGUISI , FABIYI AKPATA PRY. SCHOOL  I",43.4608109,-80.5521264,0,0,0,0
"IWEHEN/IGUISI,  FABIYI AKPATA PRY. SCHOOL  III",6.3460448,5.6239609,0,0,0,0
"IWEHEN/IGUISI , FABIYI AKPATA PRY. SCHOOL   IV",6.3460448,5.6239609,0,0,0,0
"IWEHEN/IGUISI , FABIYI AKPATA PRY. SCHOOL   V",43.9995061,-79.4713732,0,0,0,0
"IWEHEN/IGUISI , FABIYI AKPATA PRY. SCHOOL VII",6.3460448,5.6239609,0,0,0,0
"OKEMOLE I , EMOKPAE PRIMARY SCHOOL II",6.3397712,5.6246674,13,41,13,2
"OKEMOLE I , EMOKPAE PRIMARY SCHOOL   IV",6.3397712,5.6246674,23,64,13,0
"OKEMOLE I , EMOKPAE PRIMARY SCHOOL V",6.3397712,5.6246674,16,82,14,1
"OKEMOLE I,  EMOKPAE PRIMARY SCHOOL VI",6.3397712,5.6246674,25,58,23,2
"OKEMOLE I,  EMOKPAE PRIMARY SCHOOL VII",6.353232,5.703973,9,26,18,2
"OKEMOLE I , EMOKPAE PRIMARY SCHOOL VIII",6.3397712,5.6246674,20,97,17,1
"OKEMOLE I , EMOKPAE PRIMARY SCHOOL IX",6.3397712,5.6246674,17,76,15,0
"OKEMOLE I , EMOKPAE PRIMARY SCHOOL X",6.3397712,5.6246674,25,69,20,3
IHOGBE I - INST. OF CONT. EDUCATION I,6.3505356,5.6178479,34,134,9,1
IHOGBE I - INST. OF CONT. EDUCATION  II,6.3505356,5.6178479,20,129,17,0
IHOGBE I - INST. OF CONT. EDUCATION  III,6.3505356,5.6178479,32,86,7,2
IHOGBE I - AKENZUA II SEC. SCHOOL I,6.3489486,5.6161,24,115,28,0
"IHOGBE I,  - AKENZUA II SEC. SCHOOL  II",6.3489486,5.6161,12,91,37,0
"IHOGBE I , IHOGBE COLLEGE II",6.3489486,5.6161,23,115,7,1
"IHOGBE I , IHOGBE COLLEGE III",6.3489486,5.6161,21,136,8,2
"IHOGBE II , IVBIORE PRIMARY SCHOOL I",6.3489486,5.6161,19,79,9,0
"IHOGBE II , IVBIORE PRIMARY SCHOOL II",6.34948,5.6103146,15,102,15,0
"IHOGBE II , IVBIORE PRIMARY SCHOOL III",6.34948,5.6103146,12,78,7,1
"IHOGBE II , IVBIORE PRIMARY SCHOOL IV",6.3489486,5.6161,1,1,1,0
"IHOGBE II , IVBIORE PRIMARY SCHOOL V",6.3489486,5.6161,21,79,12,0
"IHOGBE II , IYOBA PRIMARY SCHOOL I",6.3489486,5.6161,29,72,5,2
"IHOGBE II , IYOBA PRIMARY SCHOOL II",6.3489486,5.6161,30,74,9,0
"IHOGBE II,  IYOBA PRIMARY SCHOOL III",6.3489486,5.6161,14,78,10,1
"IHOGBE II, SCHOOL FOR THE BLIND",6.3479052,5.6135618,16,84,4,0
"ORE-OGHENE I,  ORE-OGHENE PRIMARY SCHOOL I",6.3433039,5.6131867,13,120,13,2
"ORE-OGHENE I , ORE-OGHENE PRIMARY SCHOOL II",6.3433039,5.6131867,21,152,9,1
"ORE-OGHENE I, ORE-OGHENE PRIMARY SCHOOL III",6.3433039,5.6131867,17,143,11,2
"ORE-OGHENE I,  ORE-OGHENE PRIMARY SCHOOL IV",6.3433039,5.6131867,25,102,15,1
"ORE-OGHENE I,  BAPTIST HIGH SCHOOL I",6.3489486,5.6161,11,94,7,0
"ORE-OGHENE I , BAPTIST HIGH SCHOOL II",6.3489486,5.6161,20,122,10,2
"ORE-OGHENE I ,,BAPTIST HIGH SCHOOL  III",6.3489486,5.6161,15,140,12,0
"OLIHA I , OLIHA PRIMARY SCHOOL I",6.3459652,5.609669,29,140,7,1
"OLIHA I , OLIHA PRIMARY SCHOOL II",6.3489486,5.6161,10,106,10,1
"OLIHA I , OLIHA PRIMARY SCHOOL III",6.3433039,5.6131867,25,137,8,2
"OLIHA I , OLIHA PRIMARY SCHOOL IV",6.3433039,5.6131867,19,94,8,2
"OLIHA I, OLIHA PRIMARY SCHOOL V",6.3433039,5.6131867,20,75,11,0
"OLIHA I,  OLIHA PRIMARY SCHOOL VI",6.3433039,5.6131867,36,127,6,0
"NEW BENIN I,  MIN. OF EDUCATION IYARO III",6.3489754,5.6220639,15,111,13,0
"NEW BENIN I,  MIN. OF EDUCATION IYARO  IV",6.3489754,5.6220639,15,116,5,1
"NEW BENIN I, MIN. OF EDUCATION IYARO   V",6.3457524,5.6265888,8,63,9,1
"NEW BENIN I ,  MIN. OF EDUCATION IYARO   VI",6.3489754,5.6220639,20,110,8,0
"NEW BENIN I,  MIN. OF EDUCATION IYARO  VIII",6.3489754,5.6220639,4,62,1,0
"NEW BENIN I, MIN. OF EDUCATION IYARO    IX",6.3489754,5.6220639,15,74,5,0
"NEW BENIN I,  MIN. OF EDUCATION IYARO   X",6.3489754,5.6220639,11,101,9,0
"NEW BENIN I , MIN. OF EDUCATION IYARO   XI",6.3489754,5.6220639,15,90,9,0
"NEW BENIN II, MIN. OF EDUCATION, IYARO  XIII",6.3489754,5.6220639,12,101,6,1
"NEW BENIN II,  MIN. OF EDUCATION, IYARO   XV",6.3489754,5.6220639,9,109,4,0
"NEW BENIN II , MIN. OF EDUCATION, IYARO XVI",6.3489754,5.6220639,23,99,7,3
"NEW BENIN II  MIN. OF EDUCATION, IYARO    XVII",6.3489754,5.6220639,8,97,4,0
"NEW BENIN II,  MIN. OF EDUCATION, IYARO  XVIII",6.3489754,5.6220639,9,98,11,3
"NEW BENIN II,   MIN. OF EDUCATION, IYARO   XIX",6.3489754,5.6220639,0,0,0,0
"NEW BENIN II,  MIN. OF EDUCATION, IYARO   XX",6.3336265,5.5806306,11,67,8,0
"NEW BENIN III,  MIN. OF EDUCATION, IYARO   XXI",6.3489754,5.6220639,28,103,11,1
"NEW BENIN III,  MIN. OF EDUCATION, IYARO   XXII",6.3489754,5.6220639,20,117,9,0
"NEW BENIN III,  MIN. OF EDUCATION, IYARO   XXIII",6.3489754,5.6220639,22,53,8,1
"NEW BENIN III, MIN. OF EDUCATION, IYARO  XXIV",6.3489754,5.6220639,0,0,0,0
"NEW BENIN III, MIN. OF EDUCATION, IYARO  XXV",6.3489754,5.6220639,0,0,0,0
"NEW BENIN III,  MIN. OF EDUCATION, IYARO  XXVI",6.3489754,5.6220639,12,59,8,1
"NEW BENIN III,  MIN. OF EDUCATION, IYARO XXVII",6.3489754,5.6220639,23,71,8,1
"NEW BENIN II,  MIN. OF EDUCATION, IYARO   XXVIII",6.3489754,5.6220639,18,82,3,0
"EBEN/NEW BENIN I,  ADESUWA PRIMARY SCHOOL    II",6.3454943,5.6298095,9,136,5,3
"EBEN/NEW BENIN I,  ADESUWA PRIMARY SCHOOL  III",6.3454943,5.6298095,0,0,0,0
"EBEN/NEW BENIN I , ADESUWA PRIMARY SCHOOL  IV",6.3454943,5.6298095,6,158,8,3
"EBEN/NEW BENIN I , ADESUWA PRIMARY SCHOOL  V",6.3454943,5.6298095,9,142,7,0
"EBEN/NEW BENIN II, ESIGIE PRIMARY SCHOOL   I",6.3091797,5.61869,9,154,7,0
"EBEN/NEW BENIN II,  ESIGIE PRIMARY SCHOOL  III",6.3457572,5.6331445,16,111,6,1
"EBEN/NEW BENIN III , OGUOLA PRIMARY SCHOOL  I",6.3503286,5.6343214,0,0,0,0
"EBEN/NEW BENIN III , OGUOLA PRIMARY SCHOOL  II",6.3503286,5.6343214,13,221,15,2
"EBEN/NEW BENIN III , OGUOLA PRIMARY SCHOOL  III",6.3503286,5.6343214,9,129,2,1
"EBEN/NEW BENIN III , OGUOLA PRIMARY SCHOOL  IV",6.3503286,5.6343214,0,0,0,0
"EBEN NEW/BENIN IV,  NEW ERA COLLEGE I",6.3671679,5.6425724,15,218,8,0
"EBEN NEW/BENIN IV,  NEW ERA COLLEGE  II",6.3671679,5.6425724,19,222,4,0
"EBEN/NEW BENIN IV,  VICTORY PRIMARY SCHOOL  II",6.3605324,5.6429456,11,183,6,2
"EBEN/NEW BENIN IV,  VICTORY PRIMARY SCHOOL   III",6.3605324,5.6429456,12,159,7,1
"EBEN/NEW BENIN IV , VICTORY PRIMARY SCHOOL   IV",6.3605324,5.6429456,21,192,7,0
"NEW BENIN I,  EDOKPOLOR GRAMM. SCHOOL   I",6.3816234,5.626566,15,181,12,1
"NEW BENIN I , EDOKPOLOR GRAMM. SCHOOL  II",6.352641,5.6298796,26,227,10,6
"NEW BENIN II , COMMUNITY PRIMARY SCHOOL  I",6.3328493,5.6315407,15,176,8,1
"NEW BENIN II , COMMUNITY PRIMARY SCHOOL  II",6.3328493,5.6315407,10,162,9,1
"NEW BENIN III , PAYNE PRIMARY SCHOOL  I",6.3554989,5.6350079,13,214,4,0
"NEW BENIN III,  PAYNE PRIMARY SCHOOL  II",6.3554989,5.6350079,0,0,0,0
"NEW BENIN III , PAYNE PRIMARY SCHOOL  III",6.3554989,5.6350079,14,190,6,1
"NEW BENIN III , PAYNE PRIMARY SCHOOL  IV",6.3554989,5.6350079,15,152,5,2
IKPOBA I - USI PRIMARY SCHOOL I,6.2701005,5.7097005,12,159,8,0
IKPOBA I - USI PRIMARY SCHOOL  II,6.354008,5.643282,9,170,9,1
IKPOBA I - USI PRIMARY SCHOOL III,6.354018,5.643256,13,212,12,1
"OKEDO I ,IZEVBIGIE PRIMARY SCHOOL I",6.3232072,5.6277558,5,77,4,0
"OKEDO I,  IZEVBIGIE PRIMARY SCHOOL II",6.3232072,5.6277558,20,117,10,0
"OKEDO I , IZEVBIGIE PRIMARY SCHOOL III",6.3232072,5.6277558,19,133,30,2
"OKEDO I , IZEVBIGIE PRIMARY SCHOOL IV",6.3232072,5.6277558,10,124,7,2
"OKEDO I , IZEVBIGIE PRIMARY SCHOOL V",6.3232072,5.6277558,13,109,15,1
"OKEDO I , IZEVBIGIE PRIMARY SCHOOL VI",6.3232072,5.6277558,22,94,12,0
"OKEDO II,  OGBOE PRIMARY SCHOOL I",6.3232072,5.6277558,14,127,7,3
"OKEDO II,  OGBOE PRIMARY SCHOOL I",6.3232072,5.6277558,13,105,7,0
"OKEDO II , OGBOE PRIMARY SCHOOL  III",6.3232072,5.6277558,20,146,8,0
"OKEDO II , OGBOE PRIMARY SCHOOL  IV",6.3232072,5.6277558,14,134,17,0
"OKEDO II,  OGBOE PRIMARY SCHOOL   V",6.3232072,5.6277558,15,95,7,0
"OKEDO III,  VIRGINIA PRIMARY SCHOOL I",6.340399,5.639881,10,118,11,3
"OKEDO III , VIRGINIA PRIMARY SCHOOL  II",6.340395,5.6399,11,83,1,2
"OKEDO III , VIRGINIA PRIMARY SCHOOL   III",6.340395,5.639901,11,125,1,1
"OKEDO III,  VIRGINIA PRIMARY SCHOOL   IV",6.340398,5.639883,10,92,11,0
"OKEDO II,  VIRGINIA PRIMARY SCHOOL   V",6.340399,5.639893,10,119,16,0
"OKEDO III , VIRGINIA PRIMARY SCHOOL VI",6.340413,5.639873,11,129,8,1
"OKEDO III,  VIRGINIA PRIMARY SCHOOL  VII",6.3404,5.639875,14,107,11,1
"OKEDO IV,  EYAENUGIE PRIMARY SCHOOL  I",6.3338485,5.6477668,12,124,19,1
"OKEDO IV , EYAENUGIE PRIMARY SCHOOL   II",6.3338485,5.6477668,18,157,16,0
"OKEDO IV , EYAENUGIE PRIMARY SCHOOL   III",6.3338485,5.6477668,27,137,14,0
"OKEDO IV, EYAENUGIE PRIMARY SCHOOL     IV",6.1940192,5.6374874,7,158,19,2
"OKEDO IV , EYAENUGIE PRIMARY SCHOOL   V",6.1940192,5.6374874,15,142,25,1
"OKEDO IV , EYAENUGIE PRIMARY SCHOOL    VI",44.9523255,-93.6690387,29,136,6,0
"OKEDO IV, EYAENUGIE PRIMARY SCHOOL   VII",6.1940192,5.6374874,12,79,24,0
"IKPOBA I , EDO COLLEGE  I",6.3338485,5.6477668,12,161,13,1
"IKPOBA I,  EDO COLLEGE   II",6.3338485,5.6477668,5,115,8,0
"IKPOBA I , EDO COLLEGE    III",6.3338485,5.6477668,5,127,8,0
"IKPOBA I , EDO COLLEGE    IV",6.3338485,5.6477668,14,143,11,2
"IKPOBA I , EDO COLLEGE    V",6.3338485,5.6477668,16,120,9,0
"IKPEMA/EGUADASE I, IGBESAMWAN PRIMARY SCHOOL  I",6.3328493,5.6315407,21,164,15,0
"IKPEMA/EGUADASE I, IGBESAMWAN PRIMARY SCHOOL  II",6.3328493,5.6315407,27,131,14,3
"IKPEMA/EGUADASE I, IGBESAMWAN PRIMARY SCHOOL  III",6.3328493,5.6315407,17,124,11,0
"IKPEMA/EGUADASE I, IGBESAMWAN PRIMARY SCHOOL  IV",6.3328493,5.6315407,14,119,10,1
"IKPEMA/EGUADASE I, IGBESAMWAN PRIMARY SCHOOL V",6.3328493,5.6315407,11,72,2,1
"IKPEMA/EGUADASE I, IGBESAMWAN PRIMARY SCHOOL   VI",6.3328493,5.6315407,18,107,11,0
"IKPEMA/EGUADASE I, IGBESAMWAN PRIMARY SCHOOL   VI",6.3328493,5.6315407,10,54,11,0
"IKPEMA/EGUADASE I, IGBESAMWAN PRIMARY SCHOOL  VIII",6.3328493,5.6315407,21,137,20,0
"IKPEMA/EGUADASE I, IGBESAMWAN PRIMARY SCHOOL  IX",6.3328493,5.6315407,0,0,0,0
"IKPEMA/EGUADASE I, IGBESAMWAN PRIMARY SCHOOL    X",6.3328493,5.6315407,0,0,0,0
"IKPEMA/EGUADASE I, IGBESAMWAN PRIMARY SCHOOL    XI",6.3328493,5.6315407,10,90,10,1
"IKPEMA/EGUADASE I, IGBESAMWAN PRIMARY SCHOOL  XII",6.3328493,5.6315407,7,71,8,0
"IKPEMA/EGUADASE II, IGBESAMWAN PRIMARY SCHOOL  XIII",6.3328493,5.6315407,17,136,11,4
"IKPEMA/EGUADASE II, IGBESAMWAN PRIMARY SCHOOL  XIV",6.3328493,5.6315407,26,67,4,2
"IKPEMA/EGUADASE II, IGBESAMWAN PRIMARY SCHOOL  XV",6.3504327,5.6006474,10,98,10,2
"IKPEMA/EGUADASE II, IGBESAMWAN PRIMARY SCHOOL  XVI",6.3504327,5.6006474,13,108,13,2
"IKPEMA/EGUADASE II, IGBESAMWAN PRIMARY SCHOOL  XVII",6.3328493,5.6315407,19,88,11,0
"IKPEMA/EGUADASE II, IGBESAMWAN PRIMARY SCHOOL   XVIII",6.3328493,5.6315407,5,75,21,0
"IKPEMA/EGUADASE II, IGBESAMWAN PRIMARY SCHOOL XIX",6.3328493,5.6315407,4,18,3,1
"IKPEMA/EGUADASE II, IGBESAMWAN PRIMARY SCHOOL  XX",6.6065291,6.2297157,17,104,8,2
"IKPEMA/EGUADASE II, IGBESAMWAN PRIMARY SCHOOL  XXI",6.3328493,5.6315407,5,44,11,1
"IKPEMA/EGUADASE II, IGBESAMWAN PRIMARY SCHOOL XXII",6.3328493,5.6315407,13,56,4,1
"IKPEMA/EGUADASE II, IGBESAMWAN PRIMARY SCHOOL  XXIII",43.7124095,-79.3297818,9,81,8,0
"IKPEMA/EGUADASE II, IGBESAMWAN PRIMARY SCHOOL  XXV",6.3328493,5.6315407,23,115,7,2
"OGBOKA/UNUERU  I , ASORO PRIMARY SCHOOL I",6.3364757,5.6271254,30,93,11,1
"OGBOKA/UNUERU  I , ASORO PRIMARY SCHOOL II",6.3364757,5.6271254,10,104,8,0
"OGBOKA/UNUERU  I, ,ASORO PRIMARY SCHOOL  III",6.3364757,5.6271254,19,92,11,1
"OGBOKA/UNUERU  I , ASORO PRIMARY SCHOOL  IV",6.3364757,5.6271254,15,107,7,0
"OGBOKA/UNUERU  I, ASORO PRIMARY SCHOOL V",6.3364757,5.6271254,27,89,11,2
"OGBOKA/UNUERU  I,  ASORO PRIMARY SCHOOL VII",6.3364757,5.6271254,31,109,8,0
"OGBOKA/UNUERU  I, ASORO PRIMARY SCHOOL V III",6.3364757,5.6271254,43,104,15,0
OGBOKA/UNUERU  II OZA PRIMARY SCHOOL    I,6.3307091,5.6163931,21,73,16,1
OGBOKA/UNUERU  II OZA PRIMARY SCHOOL    II,6.3307091,5.6163931,29,68,5,1
"OGBOKA/UNUERU  I I, OZA PRIMARY SCHOOL  III",6.3307091,5.6163931,25,93,5,1
"OGBOKA/UNUERU  I I, OZA PRIMARY SCHOOL  IV",6.3377608,5.6020585,32,82,19,1
"OGBOKA/UNUERU  I I, OZA PRIMARY SCHOOL  V",6.3377608,5.6020585,21,62,5,2
"OGBOKA/UNUERU  I I, OZA PRIMARY SCHOOL   VI",6.3377608,5.6020585,0,0,0,0
"OGBOKA/UNUERU  I I, OZA PRIMARY SCHOOL  VII",6.3364757,5.6271254,30,77,11,0
"OGBOKA/UNUERU  I I, OZA PRIMARY SCHOOL  VIII",6.3307091,5.6163931,24,81,7,1
"OGBOKA/UNUERU  II, OZA PRIMARY SCHOOL   IX",6.3377608,5.6020585,59,73,11,3
"OGBOKA/UNUERU  I I , OZA PRIMARY SCHOOL  X",6.3307091,5.6163931,19,79,19,0
"OGBOKA/UNUERU  I I, OZA PRIMARY SCHOOL  XI",6.3307091,5.6163931,24,85,13,0
"OGBOKA/UNUERU  III,  UWA PRIMARY SCHOOL  I",6.3298649,5.633975,34,122,11,1
"OGBOKA/UNUERU  III,  UWA PRIMARY SCHOOL   II",6.3298649,5.633975,37,122,4,0
"OGBOKA/UNUERU  III , UWA PRIMARY SCHOOL   III",6.3298649,5.633975,37,170,9,0
"OGBOKA/UNUERU  III , UWA PRIMARY SCHOOL   IV",6.3298649,5.633975,13,118,4,1
"OGBOKA/UNUERU  III,  UWA PRIMARY SCHOOL  V",6.3298649,5.633975,31,166,5,0
"OGBOKA/UNUERU  III, UWA PRIMARY SCHOOL  VII",6.3298649,5.633975,27,146,4,1
"OGBOKA/UNUERU  III , URUBI PRIMARY SCHOOL   I",6.3307091,5.6163931,17,129,11,1
"OGBOKA/UNUERU  III , URUBI PRIMARY SCHOOL    II",6.3527414,5.6197653,29,122,7,5
"OGBELAKA I,  IMAGUERO COLLEGE I",6.3227463,5.6339659,35,115,13,0
"OGBELAKA  I,  IMAGUERO COLLEGE II",6.3224756,5.6283807,38,99,14,1
"OGBELAKA I,  IMAGUERO COLLEGE III",6.3224756,5.6283807,29,101,5,1
"OGBELAKA I,  IMAGUERO COLLEGE IV",6.3224756,5.6283807,26,80,1,1
"OGBELAKA II,  OREDO GIRLS SC. SCHOOL I",6.3232072,5.6277558,11,93,11,2
"OGBELAKA II,  OREDO GIRLS SC. SCHOOL II",6.3232072,5.6277558,30,98,5,0
"OGBELAKA II,  OREDO GIRLS SC. SCHOOL III",6.3232072,5.6277558,19,110,10,2
"OGBELAKA II,  OREDO GIRLS SC. SCHOOL IV",6.3232072,5.6277558,30,107,9,0
"OGBELAKA III,  ARINZE PRIMARY SCHOOL I",6.3227463,5.6339659,30,117,7,0
"OGBELAKA III,  ARINZE PRIMARY SCHOOL II",6.3227463,5.6339659,17,130,9,0
"OGBELAKA III,  ARINZE PRIMARY SCHOOL III",6.3227463,5.6339659,31,107,10,0
"OGBELAKA III,  ARINZE PRIMARY SCHOOL   IV",6.2854174,5.6123262,15,72,14,0
"OGBELAKA II, I ARINZE PRIMARY SCHOOL   V",6.2854174,5.6123262,24,82,12,0
"OGBELAKA III , ARINZE PRIMARY SCHOOL  VI",6.2854174,5.6123262,10,103,12,2
"OGBELAKA III,  ARINZE PRIMARY SCHOOL VII",6.2854174,5.6123262,19,107,3,1
"OGBELAKA III,  ARINZE PRIMARY SCHOOL  VIII",6.2854174,5.6123262,25,90,6,4
"ISIEMWENRO,  B.D.P.A. PREMISES I",6.3961485,5.6053194,17,116,22,1
"ISIEMWENRO,  B.D.P.A. PREMISES II",6.3961485,5.6053194,13,115,14,1
"ISIEMWENRO,  B.D.P.A. PREMISES III",6.3227681,5.6260585,21,114,8,1
"UHUNMUDUMU I,  OHUOBA PRIMARY SCHOOL I",6.3268547,5.6419572,13,142,6,2
"UHUNMUDUMU I,  OHUOBA PRIMARY SCHOOL  II",6.3268547,5.6419572,14,115,4,0
"UHUNMUDUMU I,  OHUOBA PRIMARY SCHOOL  III",6.3268547,5.6419572,5,102,9,0
"UHUNMUDUMU I,  OHUOBA PRIMARY SCHOOL IV",6.3268547,5.6419572,15,113,5,0
"UHUNMUDUMU I,  OHUOBA PRIMARY SCHOOL V",6.3268547,5.6419572,16,128,11,0
"UHUNMUDUMU,   II I.C.C.-  I",6.3316288,5.6217499,0,0,0,0
"UHUNMUDUMU,   II I.C.C.  -II",6.32563,5.640668,25,131,16,4
UHUNMUDUMU  II I.C.C. - III,6.3316288,5.6217499,15,123,11,0
"UHUNMUDUMU III, IGUODALA PRY.  SCH. I",6.330045,5.644156,7,117,14,0
"UHUNMUDUMU III,  IGUODALA PRY. SCH. II",6.330037,5.644167,15,100,15,0
"UHUNMUDUMU III,  IGUODALA PRY.  SCH. III",6.330038,5.644172,8,121,13,2
"IBIWE  I,  OBA MKT. PREMISES I",6.3373689,5.6206933,20,72,16,1
"IBIWE  I,  OBA MKT. PREMISES II",6.3373689,5.6206933,23,57,7,0
"IBIWE  I,  OBA MKT. PREMISES III",6.3373689,5.6206933,17,49,18,0
"IBIWE  I,  OBA MKT. PREMISES III",6.3373689,5.6206933,21,50,3,0
"IBIWE I, OBA MKT PREMISES V",6.3373689,5.6206933,23,56,9,0
"IBIWE I, OBA MKT PREMISES V",6.3373689,5.6206933,20,73,8,3
"UGBAGUE  I FIRE SERVICES (FORESTRY) I
UGBAGUE I -",6.334618,5.623421,11,126,3,5
"UGBAGUE  I FIRE SERVICES (FORESTRY) II
UGBAGUE I -",6.334615,5.623401,9,65,8,1
"UGBAGUE  I FIRE SERVICES (FORESTRY) III
UGBAGUE I -",6.334611,5.623402,9,112,5,2
"UGBAGUE  I FIRE SERVICES (FORESTRY) IV
UGBAGUE I -",6.334608,5.623429,7,82,6,0
"UGBAGUE  I FIRE SERVICES (FORESTRY) V
UGBAGUE I -",6.334618,5.623394,7,95,5,0
"UGBAGUE  I FIRE SERVICES (FORESTRY) VI
UGBAGUE I -",6.334609,5.623393,14,103,2,0
"UGBAGUE  I FIRE SERVICES (FORESTRY) VII
UGBAGUE I -",6.334611,5.623381,8,92,7,0
"UGBAGUE  I FIRE SERVICES (FORESTRY) VIII
UGBAGUE I -",6.334574,5.623397,21,127,7,0
UGBAGUE  I FIRE SERVICES (FORESTRY) IX,49.8953923,-97.2072676,10,80,8,0
"UGBAGUE  I FIRE SERVICES (FORESTRY) X
UGBAGUE I -",6.334589,5.623395,4,97,6,0
"UGBAGUE  I FIRE SERVICES (FORESTRY) XI
UGBAGUE I -",6.334588,5.623402,4,24,6,0
"UGBAGUE  I FIRE SERVICES (FORESTRY) XII
UGBAGUE I -",6.334587,5.623396,9,41,8,1
"UGBAGUE  I FIRE SERVICES (FORESTRY) XIII
UGBAGUE I -",6.334583,5.623397,17,69,0,0
"UGBAGUE  I FIRE SERVICES (FORESTRY)  XIV
UGBAGUE I -",6.33458,5.62338,9,95,7,0
"IWEGIE  I, AGBADO PRIMARY SCHOOL  I",6.3403482,5.6295919,11,207,9,1
"IWEGIE  I, AGBADO PRIMARY SCHOOL  II",6.3403482,5.6295919,16,166,9,0
"IWEGIE  I, AGBADO PRIMARY SCHOOL  III",6.3403482,5.6295919,8,147,15,1
"IWEGIE  I, AGBADO PRIMARY SCHOOL V",6.3403482,5.6295919,11,126,8,2
"IWEGIE  I, AGBADO PRIMARY SCHOOL VI",6.3403482,5.6295919,8,127,10,0
"IWEGIE,  AGBADO PRIMARY SCHOOL I",6.3403482,5.6295919,9,151,12,0
"IWEGIE,  AGBADO PRIMARY SCHOOL II",6.3403482,5.6295919,17,156,13,0
"IWEGIE,  AGBADO PRIMARY SCHOOL III",6.3403482,5.6295919,9,104,7,0
"IWEGIE,  AGBADO PRIMARY SCHOOL IV",6.3403482,5.6295919,12,127,5,1
"OBASEKI PRIMARY SCHOOL,  ABUDU I",6.1940192,5.6374874,0,0,0,0
"OBASEKI PRIMARY SCHOOL,  ABUDU II",6.1940192,5.6374874,35,95,31,4
"OBASEKI PRIMARY SCHOOL , ABUDU  III",6.3377608,5.6020585,35,74,41,1
AGO-OGBEIDE VILLAGE HALL,6.295119,6.0375439,68,67,29,0
"ESIGIE COLLEGE,  ABUDU I",6.290014,6.028808,17,115,38,2
"ESIGIE COLLEGE,  ABUDU II",6.3338485,5.6477668,24,105,22,3
"EVBOBANOSA P/S,  EVBOBANOSA II",6.123267,6.08089,27,76,42,0
"UWEMUWE P/S,  UWEMUWE",6.1326029,6.062474,21,24,8,0
"LICY P/S,OSSIOMO",6.0659709,5.6240823,32,79,29,1
"LICY P/S,OSSIOMO",6.0659709,5.6240823,38,25,16,0
"EWUARE P/S, OGAN I",6.3482618,5.6226289,69,65,32,1
"EWUARE P/S, OGAN II",6.3482618,5.6226289,65,62,72,0
"EWUARE P/S, OGAN III",6.2810016,6.061435,144,78,45,0
"EVBOHEN P/S, EVBOHEN",6.315031,5.985154,55,41,39,0
"IRU P/S, IRU I",6.3276002,6.0282195,78,57,54,1
"IRU P/S, IRU II",6.3276002,6.0282195,67,36,55,0
"IRU P/S, IRU III",6.3276002,6.0282195,70,41,77,0
"IGUEHENZA P/S,  IGUEHENZA",6.123267,6.08089,21,25,12,0
"ODIONZA P/S, OZA",6.3244106,5.7678581,69,45,69,0
"ODIONZA P/S, EGUEHENZA",6.123267,6.08089,60,23,60,0
"OZA P/S, OZA I",7.3895414,6.2355256,67,44,21,1
"OZA P/S, OZA  II",7.3895414,6.2355256,55,26,14,0
"OZA P/S, OZA  III",7.3895414,6.2355256,59,25,31,1
"OZA P/S, OZA   IV",7.3895414,6.2355256,0,0,0,0
"OZA P/S, OZA  V",7.3895414,6.2355256,52,26,55,0
ELAKA P/S. IDUNMUNLAKA  I,6.123267,6.08089,33,29,21,0
ELAKA P/S. IDUNMUNLAKA   II,6.123267,6.08089,62,34,31,0
"UGBEKA COLLEGE, EVBOEHIGHE  II",6.152374,6.0572004,83,41,37,1
"EVBOEGHAE P/S,  EVBOEGHAE I",6.123267,6.08089,40,38,54,0
EGUAOGIEGHAE TOWN HALL,6.295119,6.0375439,27,12,16,0
"OKUOR P/S, OKUOR I",6.152374,6.0572004,27,15,19,0
"OKUOR P/S, OKUOR  II",6.123267,6.08089,23,17,11,0
"OTOBAYE P/S, OTOBAYE",6.2002985,6.1059479,44,38,39,0
"ADOLO P/S, OHEZE - NAKA  I",6.9010969,5.9294981,41,39,18,0
"ADOLO P/S, OHEZE - NAKA   II",6.2966183,5.6265796,30,27,11,0
"OLOTEN P/S, OLOTEN, OLOTEN  I",6.3210355,5.6207425,41,4,42,0
"OLOTEN P/SCH. OLOTEN, OLOTEN  II",6.123267,6.08089,33,22,23,0
EVBOMEDE P/SCH.  EVBOMEDE,6.2362969,6.090501,34,40,3,1
"USON P/SCH.,  USON",6.123267,6.08089,29,12,52,0
"AMAS VILLAGE HALL,  AMAS",6.203072,6.1122814,16,13,60,0
"OBAGIE P/SCH.,  OBAGIE",6.2620526,6.036819,30,57,31,0
"EVBOBEMWEN P/SCH.,  EVBOBEMWEN  I",6.1326029,6.062474,35,26,10,0
"EVBOBEMWEN P/SCH., EVBOBEMWEN   II",6.1326029,6.062474,43,20,12,0
"EVBOBEMWEN P/SCH.,  EVBOBEMWEN III",6.1326029,6.062474,36,11,16,1
"EVBOKABUA P/SCHOOL,  EVBOKABUA   II",6.123267,6.08089,43,27,11,0
